timestamp_ms,vehicle_id,speed_kmh,throttle_percent,brake_light,acceleration_g,steering_angle_deg,motor_rpm,motor_hv_voltage,motor_hv_current,motor_torque_nm,gear_selector,dbc_signal_count
0.625,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.625,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.627,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.630,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.630,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.633,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.636,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.639,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.641,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.644,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.647,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.647,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.650,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.652,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.655,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.658,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.661,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.661,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.663,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.666,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.669,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.672,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.675,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.677,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.680,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.680,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.683,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.686,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.689,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.691,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.694,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.697,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.697,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.700,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.702,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.705,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.708,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.711,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.711,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.714,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.716,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.719,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.722,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.725,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.727,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.727,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.730,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.733,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.736,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.739,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.739,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.741,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.744,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.747,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.750,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.750,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.752,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.755,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.758,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.761,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.764,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.766,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.769,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.769,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.772,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.775,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.777,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.780,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.783,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.786,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.789,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.789,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.791,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.794,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.794,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.797,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.800,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.800,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.802,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.805,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.808,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.808,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.811,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.814,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.816,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.819,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.822,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.822,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.822,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.825,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.828,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.905,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.908,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.908,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.911,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.914,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.916,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.919,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.922,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.925,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.928,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.928,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.930,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.933,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.936,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.936,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.939,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.941,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.944,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.947,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.950,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.953,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.953,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.955,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.958,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.961,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.964,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.966,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.969,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.972,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.972,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.975,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.977,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.980,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.983,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.986,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.986,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.989,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.991,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.994,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.997,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.997,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.000,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.002,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.005,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.008,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.011,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.014,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.016,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.016,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.019,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.022,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.025,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.025,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.027,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.030,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.033,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.036,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.036,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.039,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.041,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.044,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.044,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.047,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.050,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.053,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
1.055,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
